"Month Year","Age","Sex","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Manslaughter Unlawful Striking Causing Death","Driving Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
NOV14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002
DEC14,Adult,Female,2,2,2,0,0,0,0,243,11,105,39,88,6,3,3,13,5,8,25,4,0,7,14,291,87,62,54,8,4,21,4,100,51,771,33,499,49,190,299,4,11,151,2,131,84,29,5,49,1,1396,1415,7,585,31,33,759,4,0,0,3,0,0,0,1,0,116,0,207,68,60,0,8,0,27,25,918,6,437,36,439,6,698,16,435,247,0,7,3499,1003
DEC14,Adult,Male,4,3,2,0,0,0,1,709,35,371,112,191,157,39,118,41,26,15,123,14,5,23,81,1037,620,390,359,31,35,195,15,571,243,1322,48,494,219,561,544,13,21,230,10,270,208,81,21,104,2,3523,4379,25,2029,127,162,2036,0,0,0,0,0,0,0,0,0,376,0,1265,250,384,5,50,0,138,191,3383,63,1298,132,1890,27,2576,94,1684,796,2,103,12743,1004
DEC14,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1005
DEC14,Juvenile,Female,0,0,0,0,0,0,0,53,1,29,6,17,3,0,3,6,2,4,0,0,0,0,0,62,48,17,14,3,4,27,2,55,31,223,11,146,22,44,44,0,0,41,1,2,40,21,4,15,0,443,50,0,25,0,1,24,0,0,0,0,0,0,0,0,0,2,0,0,44,2,0,0,0,1,1,92,3,28,6,55,0,4,0,2,2,0,32,226,1006
DEC14,Juvenile,Male,0,0,0,0,0,0,0,125,6,48,29,42,30,4,26,17,12,5,18,2,0,2,14,190,345,151,147,4,23,171,11,290,142,397,22,161,101,113,83,1,0,77,0,5,49,20,9,20,0,1317,238,0,105,2,9,122,0,0,0,0,0,0,0,0,0,9,0,10,142,32,0,1,0,19,12,169,0,58,27,84,0,8,3,4,1,0,41,649,1007
DEC14,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008
JAN15,Adult,Female,1,1,0,0,0,0,1,198,18,75,19,86,4,1,3,13,1,12,31,0,0,7,24,248,58,35,32,3,3,20,2,92,47,677,31,429,36,181,224,2,3,120,3,96,89,33,9,46,1,1189,1434,9,589,26,41,769,12,0,0,8,2,0,0,0,2,117,0,214,56,71,3,2,0,34,32,909,8,447,34,420,9,692,19,442,231,0,21,3535,1009
JAN15,Adult,Male,6,4,3,0,0,0,1,676,44,342,96,194,163,42,121,51,28,23,128,16,4,27,81,1028,562,323,283,40,60,179,18,504,242,1180,68,414,168,530,419,7,5,191,7,209,239,84,18,135,2,3164,4089,24,1884,116,107,1958,1,0,0,1,0,0,0,0,0,356,0,1302,279,354,7,50,0,124,173,3520,79,1410,124,1907,23,2520,108,1648,763,1,120,12564,1010
JAN15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,3,1011
JAN15,Juvenile,Female,0,2,0,2,0,0,0,40,0,20,5,15,3,0,3,8,1,7,0,0,0,0,0,53,69,44,44,0,2,23,1,58,22,222,11,152,23,36,70,0,0,68,0,2,18,10,3,5,0,460,72,0,35,0,1,36,0,0,0,0,0,0,0,0,0,2,0,0,30,6,0,0,0,5,1,74,0,15,23,36,0,5,1,3,1,0,29,218,1012
JAN15,Juvenile,Male,0,0,0,0,0,0,0,72,1,30,17,24,29,5,24,16,9,7,11,0,0,1,10,128,288,141,138,3,18,129,9,240,121,336,33,128,89,86,35,0,0,27,1,7,63,31,8,24,0,1092,200,1,92,6,8,93,0,0,0,0,0,0,0,0,0,9,0,1,134,28,0,1,0,18,9,171,2,70,17,82,0,9,5,2,2,0,33,585,1013
JAN15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014
FEB15,Adult,Female,0,1,1,0,0,0,0,189,8,91,23,67,7,0,7,5,1,4,17,1,0,3,13,219,125,108,100,8,5,12,0,96,54,638,27,415,26,170,266,1,11,147,6,101,108,26,18,63,1,1287,1379,5,547,22,56,749,12,0,0,5,0,0,0,1,6,118,0,166,52,46,1,5,0,15,25,876,7,433,60,376,8,573,12,370,191,0,9,3239,1015
FEB15,Adult,Male,4,9,8,0,0,0,1,660,39,336,96,189,166,47,119,53,31,22,120,15,13,16,76,1012,521,279,253,26,45,197,7,459,255,1210,58,435,242,475,525,6,7,241,3,268,277,106,24,143,4,3254,4124,36,1797,96,160,2035,2,0,0,1,0,1,0,0,0,320,0,1123,217,419,15,54,1,144,205,3079,65,1284,180,1550,39,2371,112,1526,729,4,104,11798,1016
FEB15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1017
FEB15,Juvenile,Female,0,0,0,0,0,0,0,60,0,27,11,22,6,1,5,8,1,7,4,2,0,0,2,78,57,29,25,4,5,23,0,127,30,236,6,165,29,36,17,0,0,15,1,1,23,13,0,10,0,490,76,1,32,0,9,34,0,0,0,0,0,0,0,0,0,5,0,0,46,2,0,0,0,1,1,73,0,26,13,34,0,3,2,0,1,0,33,238,1018
FEB15,Juvenile,Male,0,0,0,0,0,0,0,90,2,47,10,31,39,3,36,5,2,3,8,1,0,0,7,142,269,159,156,3,15,95,1,221,106,335,17,119,106,93,66,0,0,61,0,5,45,22,3,20,0,1043,216,0,99,4,7,106,0,0,0,0,0,0,0,0,0,9,0,5,127,22,0,2,0,11,9,161,1,72,15,73,0,12,6,6,0,0,36,588,1019
FEB15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020
MAR15,Adult,Female,0,0,0,0,0,0,0,208,10,82,29,87,4,2,2,7,4,3,28,2,2,5,19,247,86,58,55,3,2,26,1,92,59,684,27,415,41,201,306,6,5,196,5,94,81,35,8,38,0,1309,1533,7,636,35,44,811,9,0,0,6,0,0,0,2,1,147,0,200,53,48,1,2,0,21,24,939,9,439,41,450,6,654,10,445,198,1,27,3616,1021
MAR15,Adult,Male,8,5,1,0,1,0,3,724,37,349,105,233,169,52,117,70,34,36,124,16,10,24,74,1100,640,336,299,37,82,222,16,545,329,1403,45,552,271,535,528,4,14,276,15,219,278,103,21,152,2,3739,4525,37,2043,130,183,2132,1,0,0,1,0,0,0,0,0,358,0,1244,248,393,9,41,1,146,196,3343,76,1358,156,1753,48,2447,118,1633,695,1,178,12785,1022
MAR15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1023
MAR15,Juvenile,Female,0,0,0,0,0,0,0,70,0,40,7,23,5,0,5,13,3,10,1,1,0,0,0,89,60,34,31,3,7,19,2,70,54,182,12,123,11,36,19,0,0,17,0,2,10,4,1,5,0,397,79,0,31,0,2,46,0,0,0,0,0,0,0,0,0,1,0,2,35,5,0,0,0,4,1,95,2,31,11,51,0,1,1,0,0,0,56,274,1024
MAR15,Juvenile,Male,0,0,0,0,0,0,0,112,2,46,28,36,50,10,40,10,6,4,17,2,0,0,15,189,341,199,196,3,21,121,6,188,177,434,38,144,132,120,114,0,0,106,0,8,45,20,4,20,1,1305,240,0,106,3,20,111,0,0,0,0,0,0,0,0,0,9,0,3,129,36,0,1,0,20,15,206,3,93,17,93,0,13,8,4,1,0,50,686,1025
MAR15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1026
APR15,Adult,Female,1,2,2,0,0,0,0,194,10,81,20,83,10,1,9,5,3,2,17,1,0,1,15,229,102,56,50,6,8,38,1,111,59,679,33,426,48,172,240,3,14,113,4,106,98,37,9,52,0,1290,1331,3,559,26,23,720,10,0,0,6,1,0,0,0,3,127,0,139,51,45,0,7,0,10,28,929,11,446,49,423,10,597,12,382,203,0,18,3257,1027
APR15,Adult,Male,9,9,5,0,1,0,3,614,38,296,96,184,167,50,117,54,32,22,109,19,4,25,61,962,634,354,318,36,74,206,12,522,279,1354,58,489,283,524,481,1,6,237,28,209,245,103,32,106,4,3527,4029,15,1856,97,131,1930,1,0,0,0,0,1,0,0,0,345,0,1108,188,341,7,45,0,111,178,3225,65,1411,144,1605,46,2226,101,1433,692,0,192,11701,1028
APR15,Adult,Not Stated,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1029
APR15,Juvenile,Female,0,0,0,0,0,0,0,47,0,21,8,18,2,0,2,8,7,1,3,0,1,0,2,60,56,25,25,0,8,23,2,59,31,205,8,153,13,31,1,0,0,0,0,1,20,11,1,8,0,374,73,0,25,1,3,44,0,0,0,0,0,0,0,0,0,4,0,0,56,5,0,0,0,2,3,112,0,31,16,65,0,2,2,0,0,0,27,279,1030
APR15,Juvenile,Male,0,0,0,0,0,0,0,122,3,48,22,49,19,7,12,20,8,12,20,4,0,1,15,181,293,138,138,0,42,113,11,244,102,318,24,115,70,109,57,1,0,46,0,10,42,24,4,14,0,1067,269,0,125,1,22,121,0,0,0,0,0,0,0,0,0,8,0,4,137,32,0,0,0,19,13,174,2,65,23,84,0,14,7,4,3,0,23,661,1031
APR15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
MAY15,Adult,Female,0,0,0,0,0,0,0,201,10,76,33,82,8,3,5,11,6,5,22,3,0,3,16,242,99,72,66,6,4,23,2,102,68,725,19,437,42,227,242,2,2,109,6,123,83,33,9,41,0,1321,1543,13,637,21,54,818,1,0,0,0,0,0,0,0,1,129,0,197,44,51,0,6,0,18,27,982,6,482,50,444,3,750,13,482,255,0,18,3718,1033
MAY15,Adult,Male,2,3,2,0,0,0,1,646,45,290,102,209,177,54,123,66,38,28,92,13,1,22,56,986,704,409,376,33,69,226,14,504,275,1439,53,508,297,581,568,7,24,256,18,263,214,92,15,107,0,3718,4726,53,2171,97,213,2192,1,0,0,1,0,0,0,0,0,349,0,1209,252,376,6,36,0,124,210,3432,72,1471,186,1703,41,2575,107,1716,752,0,149,13110,1034
MAY15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1035
MAY15,Juvenile,Female,0,0,0,0,0,0,0,51,0,27,8,16,3,2,1,11,4,7,2,0,0,0,2,67,34,12,12,0,1,21,1,71,21,199,2,158,18,21,25,0,1,20,0,4,16,13,1,2,0,367,75,0,31,1,5,38,0,0,0,0,0,0,0,0,0,4,0,0,60,2,0,0,0,1,1,103,2,25,25,51,0,1,1,0,0,0,34,279,1036
MAY15,Juvenile,Male,0,0,0,0,0,0,0,86,4,32,21,29,35,11,24,23,14,9,13,1,0,1,11,157,285,149,149,0,18,118,5,201,122,385,27,158,87,113,54,1,0,51,0,2,57,22,6,28,1,1109,286,1,141,3,21,120,0,0,0,0,0,0,0,0,0,3,0,4,113,40,0,2,0,16,22,193,2,78,26,87,0,5,4,1,0,0,32,676,1037
MAY15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038
JUN15,Adult,Female,1,1,0,0,1,0,0,213,6,83,36,88,5,1,4,8,2,6,10,0,0,0,10,238,77,57,47,10,1,19,2,102,37,643,19,423,20,181,255,2,2,154,4,93,76,36,3,37,0,1192,1578,14,660,24,58,822,20,0,0,0,20,0,0,0,0,96,0,164,58,54,1,10,1,12,30,879,5,496,59,319,11,683,15,445,223,0,23,3566,1039
JUN15,Adult,Male,0,6,3,0,0,1,2,639,39,327,73,200,147,45,102,71,42,29,84,10,0,12,62,947,544,264,229,35,60,220,10,453,236,1476,61,590,227,598,441,2,6,215,17,201,213,102,12,98,1,3373,4558,41,2003,117,298,2099,7,0,0,0,3,1,0,0,3,323,0,1134,179,413,9,53,1,147,203,3307,70,1457,159,1621,44,2569,92,1638,839,0,218,12752,1040
JUN15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1041
JUN15,Juvenile,Female,0,0,0,0,0,0,0,57,1,30,6,20,4,1,3,16,7,9,12,1,0,7,4,89,36,20,20,0,0,16,0,68,14,202,9,150,17,26,17,1,1,14,0,1,12,6,3,3,0,349,79,0,32,1,4,42,0,0,0,0,0,0,0,0,0,5,0,1,46,5,0,0,0,3,2,72,0,26,12,34,0,4,0,1,3,0,58,270,1042
JUN15,Juvenile,Male,0,0,0,0,0,0,0,116,3,51,14,48,40,10,30,25,16,9,19,5,1,0,13,200,330,171,170,1,25,134,4,221,99,448,28,159,112,149,32,0,0,27,1,4,62,43,4,15,0,1196,278,0,139,4,18,117,0,0,0,0,0,0,0,0,0,13,0,5,109,33,0,1,0,19,13,172,0,78,28,66,0,6,3,3,0,0,50,666,1043
JUN15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044
JUL15,Adult,Female,1,4,2,0,0,0,2,220,16,86,21,97,4,0,4,5,1,4,33,3,2,5,23,267,72,48,41,7,5,19,2,95,68,643,28,408,40,167,292,3,6,119,5,159,65,27,10,28,0,1237,1727,31,742,27,49,878,3,0,0,1,0,0,0,2,0,145,0,213,68,74,1,8,0,25,40,902,11,448,64,379,9,700,9,429,262,0,17,3858,1045
JUL15,Adult,Male,2,3,2,0,0,0,1,758,91,328,120,219,181,40,141,49,32,17,112,12,2,20,78,1105,686,298,268,30,111,277,12,542,263,1466,53,527,300,586,578,4,6,273,10,285,269,90,59,117,3,3816,4830,66,2248,119,144,2253,5,0,0,1,1,1,0,0,2,376,0,1130,253,424,9,49,0,134,232,3227,57,1450,178,1542,49,2793,102,1801,890,0,165,13252,1046
JUL15,Adult,Not Stated,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1047
JUL15,Juvenile,Female,0,0,0,0,0,0,0,46,3,22,5,16,2,0,2,4,1,3,2,0,0,0,2,54,42,26,26,0,2,14,1,52,20,183,8,152,5,18,26,0,0,26,0,0,21,16,1,4,0,345,100,0,46,2,8,44,0,0,0,0,0,0,0,0,0,3,0,2,26,7,0,0,0,4,3,68,0,27,14,27,0,3,1,2,0,0,68,277,1048
JUL15,Juvenile,Male,0,0,0,0,0,0,0,66,2,22,20,22,32,5,27,15,10,5,20,1,0,0,19,133,287,120,118,2,26,141,10,227,60,428,31,140,131,126,44,0,0,39,0,5,52,32,3,17,0,1108,232,0,111,9,9,103,0,0,0,0,0,0,0,0,0,11,0,3,136,32,0,0,0,18,14,172,1,58,28,85,0,10,3,5,2,0,37,633,1049
JUL15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050
AUG15,Adult,Female,1,1,0,0,1,0,0,191,16,87,14,74,7,0,7,8,4,4,21,1,0,3,17,229,95,67,58,9,7,21,0,95,64,717,24,463,31,199,263,0,3,130,7,123,125,60,8,57,0,1359,1708,12,741,30,40,885,1,0,0,0,0,0,0,0,1,164,0,193,48,66,2,6,0,23,35,921,9,467,70,375,7,756,17,460,279,0,13,3877,1051
AUG15,Adult,Male,4,4,3,0,0,0,1,678,35,328,102,213,189,53,136,58,32,26,108,13,4,23,68,1041,536,281,255,26,33,222,19,539,276,1601,77,525,308,691,451,3,12,226,16,194,254,89,25,135,5,3676,5249,44,2411,105,151,2538,2,0,0,0,1,0,0,0,1,381,0,1220,202,448,19,54,0,134,241,3567,78,1440,210,1839,51,2849,124,1795,929,1,175,14144,1052
AUG15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,3,1053
AUG15,Juvenile,Female,0,0,0,0,0,0,0,68,1,28,11,28,7,1,6,5,1,4,4,1,0,0,3,84,60,30,30,0,2,28,3,67,26,231,6,185,15,25,23,0,0,23,0,0,19,11,1,7,0,429,65,0,24,0,4,37,2,0,0,0,0,2,0,0,0,6,0,1,37,4,0,0,0,2,2,112,3,31,34,44,0,3,2,0,1,0,19,249,1054
AUG15,Juvenile,Male,0,0,0,0,0,0,0,93,6,39,23,25,38,5,33,17,6,11,13,1,0,1,11,161,243,122,118,4,20,101,7,207,78,326,21,110,87,108,41,0,0,35,0,6,46,17,3,26,0,948,368,1,157,7,24,179,0,0,0,0,0,0,0,0,0,14,0,3,131,39,2,0,0,28,9,190,0,67,41,82,0,7,3,3,1,0,51,803,1055
AUG15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056
SEP15,Adult,Female,1,0,0,0,0,0,0,233,8,102,33,90,1,0,1,8,5,3,27,1,1,5,20,270,77,59,53,6,5,13,1,117,45,708,21,454,41,192,231,0,3,137,4,87,87,31,7,48,1,1266,1801,20,738,26,85,932,1,0,0,0,0,0,0,0,1,133,0,200,58,59,1,7,0,28,23,946,6,454,68,418,8,663,26,401,236,0,37,3906,1057
SEP15,Adult,Male,9,5,4,0,0,0,1,631,27,321,84,199,138,46,92,55,28,27,105,18,7,23,57,943,548,312,288,24,47,189,8,454,244,1316,63,509,251,493,455,2,10,202,4,237,201,85,15,98,3,3226,4798,58,2122,106,176,2336,2,0,0,0,1,1,0,0,0,321,0,1411,195,333,11,43,0,114,165,3126,47,1363,190,1526,25,2562,135,1639,788,0,247,13020,1058
SEP15,Adult,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1059
SEP15,Juvenile,Female,0,0,0,0,0,0,0,58,1,29,8,20,10,0,10,2,0,2,3,0,0,1,2,73,34,14,14,0,0,20,1,56,20,208,9,167,9,23,38,0,0,36,0,2,11,9,0,2,0,368,69,0,35,0,1,33,0,0,0,0,0,0,0,0,0,5,0,3,27,2,0,0,0,1,1,100,1,23,20,56,0,2,1,1,0,0,30,238,1060
SEP15,Juvenile,Male,0,0,0,0,0,0,0,99,4,40,20,35,28,7,21,22,11,11,17,1,0,1,15,166,207,98,94,4,13,96,10,171,95,362,16,142,112,92,48,0,0,46,0,2,35,23,4,8,0,928,303,1,145,3,9,145,0,0,0,0,0,0,0,0,0,7,0,10,134,43,1,1,0,25,16,215,1,83,36,95,0,13,5,4,4,0,27,752,1061
SEP15,Juvenile,Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062
OCT15,Adult,Female,0,1,1,0,0,0,0,202,16,71,32,83,1,0,1,16,9,7,25,0,0,5,20,245,88,59,52,7,4,25,1,112,64,665,25,458,44,138,299,1,1,96,53,148,83,29,10,44,0,1312,1672,7,698,34,72,861,0,0,0,0,0,0,0,0,0,120,0,247,62,58,2,5,0,25,26,987,6,486,90,405,3,770,14,482,274,0,20,3939,1063
OCT15,Adult,Male,6,3,2,0,1,0,0,690,39,339,98,214,166,45,121,83,56,27,138,23,3,31,81,1086,616,367,328,39,58,191,11,550,264,1376,57,488,236,595,503,7,5,249,13,229,258,86,25,147,0,3578,4754,28,2194,117,167,2248,2,0,0,0,0,0,0,0,2,341,0,1692,233,389,14,54,1,125,195,3443,71,1395,198,1779,27,2766,103,1846,817,0,206,13853,1064
OCT15,Adult,Not Stated,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,3,1065
OCT15,Juvenile,Female,0,0,0,0,0,0,0,46,0,15,3,28,5,0,5,15,1,14,15,0,0,1,14,81,52,26,26,0,9,17,5,66,37,215,6,171,10,28,20,0,0,15,0,5,15,3,1,11,0,410,72,0,29,0,1,42,0,0,0,0,0,0,0,0,0,4,0,0,32,5,0,0,0,3,2,116,1,24,51,40,0,0,0,0,0,0,59,288,1066
OCT15,Juvenile,Male,0,0,0,0,0,0,0,96,2,34,17,43,32,4,28,34,14,20,15,0,0,1,14,177,273,132,130,2,25,116,10,237,91,318,21,114,72,111,14,0,0,12,0,2,52,26,6,20,0,995,255,0,109,4,26,116,0,0,0,0,0,0,0,0,0,9,0,6,157,32,0,1,0,18,13,264,1,76,74,113,0,7,4,1,2,0,46,776,1067
